threads,cpu_count,cpu_percent,memory_percent,disk_io_read,disk_io_write
1080,2,56.0,9.5,301216,56125
1080,2,57.8,9.5,301216,56125
1080,2,57.5,9.5,301216,56125
1080,2,59.8,9.5,301216,56125
1080,2,57.8,9.5,301216,56125
1080,2,53.5,9.5,301216,56125
1080,2,54.4,9.5,301216,56125
1080,2,53.9,9.5,301216,56125
1080,2,55.2,9.5,301216,56125
1080,2,53.0,9.5,301216,56125
1080,2,53.6,9.5,301216,56125
1080,2,58.3,9.5,301216,56125
1080,2,59.3,9.5,301216,56125
1080,2,55.8,9.5,301216,56125
1080,2,56.4,9.5,301216,56125
1080,2,52.9,9.5,301216,56125
1080,2,54.9,9.5,301216,56125
1080,2,59.3,9.5,301216,56125
1080,2,56.1,9.5,301216,56125
1080,2,53.0,9.5,301216,56125
1080,2,52.5,9.5,301216,56125
1080,2,58.2,9.5,301216,56125
1080,2,56.3,9.5,301216,56125
1080,2,57.1,9.5,301216,56125
1080,2,60.5,9.5,301216,56125
1080,2,59.3,9.5,301216,56125
1080,2,56.4,9.5,301216,56125
1080,2,59.4,9.5,301216,56125
1080,2,55.6,9.5,301216,56125
1080,2,53.5,9.5,301216,56125
1080,2,59.1,9.5,301216,56125
1080,2,60.7,9.5,301216,56125
1080,2,56.3,9.5,301216,56125
1080,2,57.5,9.5,301216,56125
1080,2,53.1,9.5,301216,56125
1080,2,54.9,9.5,301216,56125
1080,2,57.1,9.5,301216,56125
1080,2,58.4,9.5,301216,56125
1080,2,56.9,9.5,301216,56125
1080,2,55.8,9.5,301216,56125
